股票代码,名称,开始日期,结束日期,涨幅
003027,N同兴,2020-12-18,2020-12-18,0.2
003027,N同兴,2020-12-21,2020-12-25,-0.27
003027,N同兴,2020-12-28,2020-12-31,-0.03
003027,N同兴,2021-01-04,2021-01-08,-0.06
003027,N同兴,2021-01-11,2021-01-15,0.05
003027,N同兴,2021-01-18,2021-01-22,-0.05
003027,N同兴,2021-01-25,2021-01-29,-0.01
003027,N同兴,2021-02-01,2021-02-05,0.02
003027,N同兴,2021-02-08,2021-02-19,0.05
003027,N同兴,2021-02-22,2021-02-26,0.05
003027,N同兴,2021-03-01,2021-03-05,-0.03
003027,N同兴,2021-03-08,2021-03-12,-0.02
003027,N同兴,2021-03-15,2021-03-19,0.08
003027,N同兴,2021-03-22,2021-03-26,0.13
003027,N同兴,2021-03-29,2021-04-09,-0.03
003027,N同兴,2021-04-12,2021-04-16,-0.06
003027,N同兴,2021-04-19,2021-04-19,0.04
